Level	Rule Name	Subject	Property	Value
ERROR	deprecated_class_reference	OMRSE:00000132	rdfs:subClassOf	cd24796b-39e8-4fe3-8378-6068018c6e87genid1162
ERROR	deprecated_class_reference	OMRSE:00000132	rdfs:subClassOf	cd24796b-39e8-4fe3-8378-6068018c6e87genid1164
ERROR	deprecated_class_reference	OMRSE:00000132	rdfs:subClassOf	OMRSE:00000098
ERROR	deprecated_class_reference	OMRSE:00000132	rdfs:subClassOf	OMRSE:00000100
ERROR	deprecated_class_reference	OMRSE:00000132	rdfs:subClassOf	OMRSE:00000133
ERROR	deprecated_class_reference	OMRSE:00000132	rdfs:subClassOf	OMRSE:00000145
ERROR	deprecated_class_reference	OMRSE:00000132	rdfs:subClassOf	OMRSE:00000179
ERROR	deprecated_class_reference	OMRSE:00000132	rdfs:subClassOf	obo:ORCS_00000050
ERROR	deprecated_class_reference	OMRSE:00000132	owl:equivalentClass	cd24796b-39e8-4fe3-8378-6068018c6e87genid1152
ERROR	deprecated_class_reference	OMRSE:00000133	rdfs:subClassOf	cd24796b-39e8-4fe3-8378-6068018c6e87genid1174
ERROR	deprecated_class_reference	OMRSE:00000133	rdfs:subClassOf	OMRSE:00000132
ERROR	deprecated_class_reference	OMRSE:00000133	rdfs:subClassOf	OMRSE:00000138
ERROR	deprecated_class_reference	OMRSE:00000133	rdfs:subClassOf	OMRSE:00000141
ERROR	deprecated_class_reference	OMRSE:00000133	rdfs:subClassOf	OMRSE:00000507
ERROR	deprecated_class_reference	OMRSE:00000133	rdfs:subClassOf	obo:ORCS_00000059
ERROR	deprecated_class_reference	OMRSE:00000133	owl:equivalentClass	cd24796b-39e8-4fe3-8378-6068018c6e87genid1165
ERROR	deprecated_class_reference	OMRSE:00000138	rdfs:subClassOf	OMRSE:00000133
ERROR	deprecated_class_reference	OMRSE:00000141	rdfs:subClassOf	OMRSE:00000133
ERROR	deprecated_class_reference	OMRSE:00000145	rdfs:subClassOf	OMRSE:00000132
ERROR	deprecated_class_reference	OMRSE:00000162	rdfs:subClassOf	IAO:0021003
ERROR	deprecated_class_reference	OMRSE:00000168	rdfs:subClassOf	cd24796b-39e8-4fe3-8378-6068018c6e87genid1216
ERROR	deprecated_class_reference	OMRSE:00000168	rdfs:subClassOf	cd24796b-39e8-4fe3-8378-6068018c6e87genid1217
ERROR	deprecated_class_reference	OMRSE:00000168	rdfs:subClassOf	BFO:0000003
ERROR	deprecated_class_reference	OMRSE:00000168	rdfs:subClassOf	OMRSE:00000176
ERROR	deprecated_class_reference	OMRSE:00000173	rdfs:subClassOf	BFO:0000040
ERROR	deprecated_class_reference	OMRSE:00000176	rdfs:subClassOf	OMRSE:00000168
ERROR	deprecated_class_reference	OMRSE:00000176	rdfs:subClassOf	OMRSE:00000177
ERROR	deprecated_class_reference	OMRSE:00000176	rdfs:subClassOf	OMRSE:00000178
ERROR	deprecated_class_reference	OMRSE:00000177	rdfs:subClassOf	OMRSE:00000176
ERROR	deprecated_class_reference	OMRSE:00000178	rdfs:subClassOf	OMRSE:00000176
ERROR	deprecated_class_reference	OMRSE:00000180	rdfs:subClassOf	OMRSE:00000185
ERROR	deprecated_class_reference	OMRSE:00000181	rdfs:subClassOf	OMRSE:00000185
ERROR	deprecated_class_reference	OMRSE:00000182	rdfs:subClassOf	OMRSE:00000185
ERROR	deprecated_class_reference	OMRSE:00000183	rdfs:subClassOf	OMRSE:00000185
ERROR	deprecated_class_reference	OMRSE:00000184	rdfs:subClassOf	OMRSE:00000185
ERROR	deprecated_class_reference	OMRSE:00000185	rdfs:subClassOf	OMRSE:00000098
ERROR	deprecated_class_reference	OMRSE:00000185	rdfs:subClassOf	OMRSE:00000180
ERROR	deprecated_class_reference	OMRSE:00000185	rdfs:subClassOf	OMRSE:00000181
ERROR	deprecated_class_reference	OMRSE:00000185	rdfs:subClassOf	OMRSE:00000182
ERROR	deprecated_class_reference	OMRSE:00000185	rdfs:subClassOf	OMRSE:00000183
ERROR	deprecated_class_reference	OMRSE:00000185	rdfs:subClassOf	OMRSE:00000184
ERROR	deprecated_class_reference	OMRSE:00000507	rdfs:subClassOf	OMRSE:00000133
ERROR	deprecated_class_reference	obo:ORCS_00000028	rdfs:subClassOf	OMRSE:00000098
ERROR	deprecated_class_reference	obo:ORCS_00000028	rdfs:subClassOf	obo:ORCS_00000030
ERROR	deprecated_class_reference	obo:ORCS_00000028	rdfs:subClassOf	obo:ORCS_00000031
ERROR	deprecated_class_reference	obo:ORCS_00000028	rdfs:subClassOf	obo:ORCS_00000032
ERROR	deprecated_class_reference	obo:ORCS_00000028	rdfs:subClassOf	obo:ORCS_00000035
ERROR	deprecated_class_reference	obo:ORCS_00000028	rdfs:subClassOf	obo:ORCS_00000036
ERROR	deprecated_class_reference	obo:ORCS_00000028	rdfs:subClassOf	obo:ORCS_00000037
ERROR	deprecated_class_reference	obo:ORCS_00000030	rdfs:subClassOf	obo:ORCS_00000028
ERROR	deprecated_class_reference	obo:ORCS_00000031	rdfs:subClassOf	obo:ORCS_00000028
ERROR	deprecated_class_reference	obo:ORCS_00000032	rdfs:subClassOf	obo:ORCS_00000028
ERROR	deprecated_class_reference	obo:ORCS_00000033	rdfs:subClassOf	IAO:0000030
ERROR	deprecated_class_reference	obo:ORCS_00000034	rdfs:subClassOf	IAO:0000030
ERROR	deprecated_class_reference	obo:ORCS_00000035	rdfs:subClassOf	obo:ORCS_00000028
ERROR	deprecated_class_reference	obo:ORCS_00000036	rdfs:subClassOf	obo:ORCS_00000028
ERROR	deprecated_class_reference	obo:ORCS_00000037	rdfs:subClassOf	obo:ORCS_00000028
ERROR	deprecated_class_reference	obo:ORCS_00000038	rdfs:subClassOf	OMRSE:00000127
ERROR	deprecated_class_reference	obo:ORCS_00000039	rdfs:subClassOf	OMRSE:00000128
ERROR	deprecated_class_reference	obo:ORCS_00000040	rdfs:subClassOf	OMRSE:00000100
ERROR	deprecated_class_reference	obo:ORCS_00000042	rdfs:subClassOf	IAO:0021002
ERROR	deprecated_class_reference	obo:ORCS_00000047	rdfs:subClassOf	obo:ORCS_00000050
ERROR	deprecated_class_reference	obo:ORCS_00000047	rdfs:subClassOf	obo:ORCS_00000051
ERROR	deprecated_class_reference	obo:ORCS_00000047	rdfs:subClassOf	obo:ORCS_00000052
ERROR	deprecated_class_reference	obo:ORCS_00000047	rdfs:subClassOf	obo:ORCS_00000053
ERROR	deprecated_class_reference	obo:ORCS_00000047	rdfs:subClassOf	obo:ORCS_00000054
ERROR	deprecated_class_reference	obo:ORCS_00000047	rdfs:subClassOf	obo:ORCS_00000055
ERROR	deprecated_class_reference	obo:ORCS_00000047	rdfs:subClassOf	obo:ORCS_00000056
ERROR	deprecated_class_reference	obo:ORCS_00000047	rdfs:subClassOf	obo:ORCS_00000057
ERROR	deprecated_class_reference	obo:ORCS_00000047	rdfs:subClassOf	obo:ORCS_00000058
ERROR	deprecated_class_reference	obo:ORCS_00000049	rdfs:subClassOf	OGMS:0000097
ERROR	deprecated_class_reference	obo:ORCS_00000049	owl:disjointWith	obo:ORCS_00000048
ERROR	deprecated_class_reference	obo:ORCS_00000050	rdfs:subClassOf	OMRSE:00000132
ERROR	deprecated_class_reference	obo:ORCS_00000050	rdfs:subClassOf	obo:ORCS_00000047
ERROR	deprecated_class_reference	obo:ORCS_00000051	rdfs:subClassOf	obo:ORCS_00000047
ERROR	deprecated_class_reference	obo:ORCS_00000052	rdfs:subClassOf	obo:ORCS_00000047
ERROR	deprecated_class_reference	obo:ORCS_00000053	rdfs:subClassOf	obo:ORCS_00000047
ERROR	deprecated_class_reference	obo:ORCS_00000054	rdfs:subClassOf	obo:ORCS_00000047
ERROR	deprecated_class_reference	obo:ORCS_00000055	rdfs:subClassOf	obo:ORCS_00000047
ERROR	deprecated_class_reference	obo:ORCS_00000056	rdfs:subClassOf	obo:ORCS_00000047
ERROR	deprecated_class_reference	obo:ORCS_00000057	rdfs:subClassOf	obo:ORCS_00000047
ERROR	deprecated_class_reference	obo:ORCS_00000058	rdfs:subClassOf	obo:ORCS_00000047
ERROR	deprecated_class_reference	obo:ORCS_00000059	rdfs:subClassOf	OMRSE:00000133
ERROR	deprecated_class_reference	obo:ORCS_00000059	rdfs:subClassOf	obo:ORCS_00000060
ERROR	deprecated_class_reference	obo:ORCS_00000059	rdfs:subClassOf	obo:ORCS_00000061
ERROR	deprecated_class_reference	obo:ORCS_00000059	rdfs:subClassOf	obo:ORCS_00000062
ERROR	deprecated_class_reference	obo:ORCS_00000059	rdfs:subClassOf	obo:ORCS_00000063
ERROR	deprecated_class_reference	obo:ORCS_00000059	rdfs:subClassOf	obo:ORCS_00000064
ERROR	deprecated_class_reference	obo:ORCS_00000059	rdfs:subClassOf	obo:ORCS_00000065
ERROR	deprecated_class_reference	obo:ORCS_00000059	rdfs:subClassOf	obo:ORCS_00000066
ERROR	deprecated_class_reference	obo:ORCS_00000060	rdfs:subClassOf	obo:ORCS_00000059
ERROR	deprecated_class_reference	obo:ORCS_00000061	rdfs:subClassOf	obo:ORCS_00000059
ERROR	deprecated_class_reference	obo:ORCS_00000062	rdfs:subClassOf	obo:ORCS_00000059
ERROR	deprecated_class_reference	obo:ORCS_00000063	rdfs:subClassOf	obo:ORCS_00000059
ERROR	deprecated_class_reference	obo:ORCS_00000064	rdfs:subClassOf	obo:ORCS_00000059
ERROR	deprecated_class_reference	obo:ORCS_00000065	rdfs:subClassOf	obo:ORCS_00000059
ERROR	deprecated_class_reference	obo:ORCS_00000066	rdfs:subClassOf	obo:ORCS_00000059
ERROR	deprecated_class_reference	blank node	owl:someValuesFrom	OMRSE:00000098
ERROR	deprecated_class_reference	blank node	owl:someValuesFrom	OMRSE:00000100
ERROR	deprecated_class_reference	blank node	owl:someValuesFrom	OMRSE:00000133
ERROR	deprecated_class_reference	blank node	owl:someValuesFrom	OMRSE:00000168
ERROR	deprecated_class_reference	blank node	owl:someValuesFrom	OMRSE:00000173
ERROR	deprecated_class_reference	blank node	owl:someValuesFrom	OMRSE:00000185
ERROR	missing_ontology_description	http://purl.obolibrary.org/obo/orcs.owl	dc:description	
ERROR	deprecated_property_reference	blank node	RO:0002218	blank node
ERROR	deprecated_property_reference	blank node	RO:0002218	blank node
ERROR	deprecated_property_reference	blank node	RO:0002218	blank node
ERROR	deprecated_property_reference	blank node	RO:0002218	blank node
ERROR	deprecated_property_reference	blank node	RO:0002218	blank node
ERROR	deprecated_property_reference	blank node	RO:0002218	blank node
ERROR	deprecated_property_reference	blank node	RO:0002218	blank node
ERROR	deprecated_property_reference	obo:ORCS_00000016	IAO:0020012	obo:ORCS_00000001
ERROR	deprecated_property_reference	RO:0002217	rdfs:subPropertyOf	RO:0002331
ERROR	deprecated_property_reference	RO:0002218	owl:inverseOf	RO:0002217
ERROR	deprecated_property_reference	RO:0004097	owl:inverseOf	RO:0004096
ERROR	multiple_definitions	BFO:0000004	IAO:0000115	"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.@en"
ERROR	multiple_definitions	BFO:0000004	IAO:0000115	b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en
ERROR	multiple_definitions	BFO:0000015	IAO:0000115	"An occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t.@en"
ERROR	multiple_definitions	BFO:0000015	IAO:0000115	"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en"
ERROR	multiple_definitions	BFO:0000020	IAO:0000115	A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.@en
ERROR	multiple_definitions	BFO:0000020	IAO:0000115	"b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1  i &lt; j  n, ci  and cj share no common parts, are such that for each 1  i  n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])@en"
ERROR	multiple_definitions	BFO:0000020	IAO:0000115	b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en
ERROR	multiple_definitions	BFO:0000031	IAO:0000115	A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.@en
ERROR	multiple_definitions	BFO:0000031	IAO:0000115	b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en
ERROR	multiple_definitions	BFO:0000118	IAO:0000115	[copied from inverse property 'proper part of occurrent'] b proper_occurrent_part_of c =Def. b occurrent_part_of c & b and c are not identical. (axiom label in BFO2 Reference: [005-001])
ERROR	multiple_definitions	BFO:0000118	IAO:0000115	b has_proper_occurrent_part c = Def. c proper_occurrent_part_of b. [XXX-001@en
ERROR	multiple_definitions	BFO:0000121	IAO:0000115	[copied from inverse property 'temporal part of'] b proper_temporal_part_of c =Def. b temporal_part_of c & not (b = c). (axiom label in BFO2 Reference: [116-001])
ERROR	multiple_definitions	BFO:0000121	IAO:0000115	"[copied from inverse property 'temporal part of'] b temporal_part_of c =Def.b occurrent_part_of c & & for some temporal region t, b occupies_temporal_region t & for all occurrents d, t (if d occupies_temporal_region t  & t? occurrent_part_of t then (d occurrent_part_of a iff d occurrent_part_of b)). (axiom label in BFO2 Reference: [078-003])"
ERROR	multiple_definitions	BFO:0000138	IAO:0000115	[copied from inverse property 'has proper occurrent part'] b has_proper_occurrent_part c = Def. c proper_occurrent_part_of b. [XXX-001
ERROR	multiple_definitions	BFO:0000138	IAO:0000115	b proper_occurrent_part_of c =Def. b occurrent_part_of c & b and c are not identical. (axiom label in BFO2 Reference: [005-001])@en
ERROR	multiple_definitions	BFO:0000139	IAO:0000115	b proper_temporal_part_of c =Def. b temporal_part_of c & not (b = c). (axiom label in BFO2 Reference: [116-001])@en
ERROR	multiple_definitions	BFO:0000139	IAO:0000115	"b temporal_part_of c =Def.b occurrent_part_of c & & for some temporal region t, b occupies_temporal_region t & for all occurrents d, t (if d occupies_temporal_region t  & t? occurrent_part_of t then (d occurrent_part_of a iff d occurrent_part_of b)). (axiom label in BFO2 Reference: [078-003])@en"
ERROR	multiple_definitions	ENVO:00002004	IAO:0000115	"An environmental feature that is, or can be, contained and is predominantly composed of one or a few types of stuff."
ERROR	multiple_definitions	ENVO:00002004	IAO:0000115	"An object which is large enough to be visible to humans, but small enough that humans can handle the object (i.e. transport it, examine it, etc) in its entirety with little to no technological assistance."
ERROR	multiple_definitions	OBI:0000011	IAO:0000115	A process that realizes a plan which is the concretization of a plan specification.@en
ERROR	multiple_definitions	OBI:0000011	IAO:0000115	A processual entity that realizes a plan which is the concretization of a plan specification.@en
ERROR	multiple_definitions	OBI:0000245	IAO:0000115	"An entity that can bear roles, has members, and has a set of organization rules. Members of organizations are either organizations themselves or individual people. Members can bear specific organization member roles that are determined in the organization rules. The organization rules also determine how decisions are made on behalf of the organization by the organization members.@en"
ERROR	multiple_definitions	OBI:0000245	IAO:0000115	"An organization is a continuant entity which can play roles,  has members, and has a set of organization rules.  Members of organizations are either organizations themselves or individual people. Members can bear specific organization member roles that are determined in the organization rules. The organization rules also determine how decisions are made on behalf of the organization by the organization members.@en"
ERROR	multiple_definitions	OMRSE:00000033	IAO:0000115	"An aggregate of organizations that have some feature in common, but is not itself an organization.@en"
ERROR	multiple_definitions	OMRSE:00000033	IAO:0000115	An object aggregate that is not itself an organization and whose members are only organizations that have some feature in common@en
ERROR	multiple_definitions	RO:0000052	IAO:0000115	"a relation between a specifically dependent continuant (the characteristic) and any other entity (the bearer), in which the characteristic depends on the bearer for its existence.@en"
ERROR	multiple_definitions	RO:0000052	IAO:0000115	"a relation between a specifically dependent continuant (the dependent) and an independent continuant (the bearer), in which the dependent specifically depends on the bearer for its existence@en"
ERROR	multiple_definitions	RO:0000053	IAO:0000115	Inverse of characteristic_of@en
ERROR	multiple_definitions	RO:0000053	IAO:0000115	"a relation between an independent continuant (the bearer) and a specifically dependent continuant (the dependent), in which the dependent specifically depends on the bearer for its existence@en"
ERROR	multiple_definitions	RO:0002448	IAO:0000115	"Holds between molecular entities A and B where A can physically interact with B and in doing so regulates a process that B is capable of.  For example, A and B may be gene products and binding of B by A regulates the kinase activity of B."
ERROR	multiple_definitions	RO:0002448	IAO:0000115	"The entity A, immediately upstream of the entity B, has an activity that regulates an activity performed by B. For example, A and B may be gene products and binding of B by A regulates the kinase activity of B."
				
"A and B can be physically interacting but not necessarily. Immediately upstream means there are no intermediate entity between A and B."""				
ERROR	multiple_definitions	RO:0002449	IAO:0000115	"Holds between molecular entities A and B where A can physically interact with B and in doing so negatively regulates a process that B is capable of.  For example, A and B may be gene products and binding of B by A negatively regulates the kinase activity of B."
ERROR	multiple_definitions	RO:0002449	IAO:0000115	"The entity A, immediately upstream of the entity B, has an activity that negatively regulates an activity performed by B. "
"For example, A and B may be gene products and binding of B by A negatively regulates the kinase activity of B."""				
ERROR	multiple_definitions	RO:0002450	IAO:0000115	"Holds between molecular entities A and B where A can physically interact with B and in doing so positively regulates a process that B is capable of.  For example, A and B may be gene products and binding of B by A positively regulates the kinase activity of B."
ERROR	multiple_definitions	RO:0002450	IAO:0000115	"The entity A, immediately upstream of the entity B, has an activity that positively regulates an activity performed by B. "
"For example, A and B may be gene products and binding of B by A positively regulates the kinase activity of B."""				
ERROR	multiple_definitions	RO:0002566	IAO:0000115	"Holds between materal entities a and b if the activity of a is causally upstream of the activity of b, or causally upstream of a an activity that modifies b"
ERROR	multiple_definitions	RO:0002566	IAO:0000115	"The entity or characteristic A is causally upstream of the entity or characteristic B, A having an effect on B. An entity corresponds to any biological type of entity as long as a mass is measurable. A characteristic corresponds to a particular specificity of an entity (e.g., phenotype, shape, size)."
ERROR	duplicate_definition	OGMS:0000099	IAO:0000115	TODO@en
ERROR	duplicate_definition	OGMS:0000100	IAO:0000115	TODO@en
ERROR	duplicate_definition	RO:0002406	IAO:0000115	p directly activates q if and only if p is immediately upstream of q and p is the realization of a function to increase the rate or activity of q
ERROR	duplicate_definition	RO:0002407	IAO:0000115	p directly activates q if and only if p is immediately upstream of q and p is the realization of a function to increase the rate or activity of q
ERROR	duplicate_definition	OBI:0000299	IAO:0000115	A relation between a planned process and a continuant participating in that process. The presence of the continuant at the end of the process is explicitly specified in the objective specification which the process realizes the concretization of.@en
ERROR	duplicate_definition	OBI:0000312	IAO:0000115	A relation between a planned process and a continuant participating in that process. The presence of the continuant at the end of the process is explicitly specified in the objective specification which the process realizes the concretization of.@en
ERROR	duplicate_definition	OBI:0000293	IAO:0000115	A relation between a planned process and a continuant participating in that process that is not created during  the process. The presence of the continuant during the process is explicitly specified in the plan specification which the process realizes the concretization of.@en
ERROR	duplicate_definition	OBI:0000295	IAO:0000115	A relation between a planned process and a continuant participating in that process that is not created during  the process. The presence of the continuant during the process is explicitly specified in the plan specification which the process realizes the concretization of.@en
ERROR	duplicate_definition	obo:ORCS_00000148	IAO:0000115	"A PCORnet sexual orientation identity information content entity that is about some person's identifying as having a sexual orientation referred to by the PCORnet CDM with the term \""queer.\""@en"
ERROR	duplicate_definition	obo:ORCS_00000149	IAO:0000115	"A PCORnet sexual orientation identity information content entity that is about some person's identifying as having a sexual orientation referred to by the PCORnet CDM with the term \""queer.\""@en"
ERROR	missing_label	OGMS:0000101	rdfs:label	
ERROR	missing_label	OMRSE:00002046	rdfs:label	
ERROR	missing_label	OMRSE:00002047	rdfs:label	
ERROR	missing_ontology_license	http://purl.obolibrary.org/obo/orcs.owl	dc:license	
ERROR	deprecated_boolean_datatype	OMRSE:00000020	owl:deprecated	true@en
WARN	missing_definition	APOLLO_SV:00000395	IAO:0000115	
WARN	missing_definition	BFO:0000141	IAO:0000115	
WARN	missing_definition	BFO:0000184	IAO:0000115	
WARN	missing_definition	BFO:0000185	IAO:0000115	
WARN	missing_definition	BFO:0000202	IAO:0000115	
WARN	missing_definition	BFO:0000203	IAO:0000115	
WARN	missing_definition	ENVO:00003075	IAO:0000115	
WARN	missing_definition	ENVO:01000010	IAO:0000115	
WARN	missing_definition	FMA:49443	IAO:0000115	
WARN	missing_definition	FMA:55457	IAO:0000115	
WARN	missing_definition	FMA:64854	IAO:0000115	
WARN	missing_definition	FMA:64989	IAO:0000115	
WARN	missing_definition	FMA:67135	IAO:0000115	
WARN	missing_definition	FMA:67165	IAO:0000115	
WARN	missing_definition	GO:0003674	IAO:0000115	
WARN	missing_definition	GO:0003824	IAO:0000115	
WARN	missing_definition	GO:0016301	IAO:0000115	
WARN	missing_definition	GO:0016740	IAO:0000115	
WARN	missing_definition	GO:0016772	IAO:0000115	
WARN	missing_definition	GO:0050896	IAO:0000115	
WARN	missing_definition	IAO:0000004	IAO:0000115	
WARN	missing_definition	IAO:0000034	IAO:0000115	
WARN	missing_definition	IAO:0000039	IAO:0000115	
WARN	missing_definition	IAO:0000057	IAO:0000115	
WARN	missing_definition	IAO:0000114	IAO:0000115	
WARN	missing_definition	IAO:0000404	IAO:0000115	
WARN	missing_definition	IAO:0000405	IAO:0000115	
WARN	missing_definition	IAO:0000406	IAO:0000115	
WARN	missing_definition	IAO:0000407	IAO:0000115	
